t,C,x
0.004472361809045226,8.685113737513521e-7,0.013286256448040799
0.004522613065326633,8.685113737513521e-7,0.015564818989087762
0.00457286432160804,8.685113737513521e-7,0.017836155356984608
0.004623115577889447,8.685113737513521e-7,0.020100386914620544
0.004673366834170854,8.685113737513521e-7,0.022357603729857414
0.004723618090452261,8.685113737513521e-7,0.02460792713795569
0.004773869346733669,8.685113737513521e-7,0.026851453858954297
0.004824120603015076,8.685113737513521e-7,0.0290883114229424
0.004874371859296483,8.685113737513521e-7,0.03131861303843377
0.00492462311557789,8.685113737513521e-7,0.03354247863260091
0.004974874371859297,8.685113737513521e-7,0.03576000131727977
0.005025125628140704,8.685113737513521e-7,0.03797133618226374
0.005075376884422111,8.685113737513521e-7,0.040176592335350134
0.0051256281407035175,8.685113737513521e-7,0.04237588960699977
0.0051758793969849245,8.685113737513521e-7,0.04456936346037973
0.0052261306532663315,8.685113737513521e-7,0.046757163443879736
0.0052763819095477385,8.685113737513521e-7,0.048939404239464024
0.0053266331658291454,8.685113737513521e-7,0.051116242456389
0.005376884422110552,8.685113737513521e-7,0.053287808524460335
0.005427135678391959,8.685113737513521e-7,0.05545427741023681
0.005477386934673367,8.685113737513521e-7,0.05761579356037599
0.005527638190954774,8.685113737513521e-7,0.0597725145334835
0.005577889447236181,8.685113737513521e-7,0.06192461466939032
0.005628140703517588,8.685113737513521e-7,0.0640722713580272
0.005678391959798995,8.685113737513521e-7,0.06621566773095738
0.005728643216080402,8.685113737513521e-7,0.06835500032770271
0.005778894472361809,8.685113737513521e-7,0.07049048262596047
0.005829145728643216,8.685113737513521e-7,0.07262232692286333
0.005879396984924623,8.685113737513521e-7,0.07475075349527129
0.00592964824120603,8.685113737513521e-7,0.07687601923931076
0.005979899497487437,8.685113737513521e-7,0.07899838543632735
0.006030150753768844,8.685113737513521e-7,0.08111812723345334
0.006080402010050251,8.685113737513521e-7,0.083235556739543
0.006130653266331658,8.685113737513521e-7,0.085351001375409
0.006180904522613066,8.685113737513521e-7,0.0874648190895846
0.006231155778894473,8.685113737513521e-7,0.0895774157367371
0.00628140703517588,8.685113737513521e-7,0.09168921360177427
0.006331658291457287,8.685113737513521e-7,0.0938007203499919
0.006381909547738694,8.685113737513521e-7,0.0959124697348434
